,日期,数量,下跌数量
0,2010-01-04,1695,711
1,2010-01-05,1695,1115
2,2010-01-06,1698,784
3,2010-01-07,1699,340
4,2010-01-08,1705,1400
5,2010-01-11,1705,803
6,2010-01-12,1707,1571
7,2010-01-13,1710,1077
8,2010-01-14,1710,1602
9,2010-01-15,1712,1064
10,2010-01-18,1713,1403
11,2010-01-19,1713,723
12,2010-01-20,1721,260
13,2010-01-21,1722,1146
14,2010-01-22,1725,463
15,2010-01-25,1724,701
16,2010-01-26,1727,173
17,2010-01-27,1727,603
18,2010-01-28,1731,1386
19,2010-01-29,1731,1385
20,2010-02-01,1731,658
21,2010-02-02,1732,531
22,2010-02-03,1735,1345
23,2010-02-04,1735,1388
24,2010-02-05,1738,890
25,2010-02-08,1738,1069
26,2010-02-09,1742,1111
27,2010-02-10,1745,1248
28,2010-02-11,1749,758
29,2010-02-12,1747,1422
30,2010-02-22,1747,954
31,2010-02-23,1748,1112
32,2010-02-24,1748,1691
33,2010-02-25,1748,1539
34,2010-02-26,1752,977
35,2010-03-01,1752,1435
36,2010-03-02,1752,822
37,2010-03-03,1755,1369
38,2010-03-04,1755,178
39,2010-03-05,1757,1057
40,2010-03-08,1757,1347
41,2010-03-09,1757,957
42,2010-03-10,1757,490
43,2010-03-11,1757,775
44,2010-03-12,1760,393
45,2010-03-15,1760,681
46,2010-03-16,1763,1347
47,2010-03-17,1763,1734
48,2010-03-18,1766,904
49,2010-03-19,1771,1308
50,2010-03-22,1771,1131
51,2010-03-23,1774,647
52,2010-03-24,1774,1024
53,2010-03-25,1774,581
54,2010-03-26,1778,1549
55,2010-03-29,1779,1185
56,2010-03-30,1779,1176
57,2010-03-31,1783,976
58,2010-04-01,1783,1582
59,2010-04-02,1786,1020
60,2010-04-06,1786,944
61,2010-04-07,1786,1028
62,2010-04-08,1786,834
63,2010-04-09,1789,1556
64,2010-04-12,1789,1084
65,2010-04-13,1792,564
66,2010-04-14,1792,1360
67,2010-04-15,1792,548
68,2010-04-16,1794,1023
69,2010-04-19,1794,279
70,2010-04-20,1794,1254
71,2010-04-21,1799,1757
72,2010-04-22,1799,1058
73,2010-04-23,1802,756
74,2010-04-26,1802,845
75,2010-04-27,1806,408
76,2010-04-28,1807,1157
77,2010-04-29,1809,270
78,2010-04-30,1813,492
79,2010-05-04,1813,1420
80,2010-05-05,1813,1756
81,2010-05-06,1817,245
82,2010-05-07,1817,1131
83,2010-05-10,1817,801
84,2010-05-11,1820,164
85,2010-05-12,1820,824
86,2010-05-13,1820,1689
87,2010-05-14,1820,1365
88,2010-05-17,1820,169
89,2010-05-18,1824,1482
90,2010-05-19,1824,1212
91,2010-05-20,1828,643
92,2010-05-21,1828,1816
93,2010-05-24,1828,1820
94,2010-05-25,1832,835
95,2010-05-26,1836,1254
96,2010-05-27,1836,1785
97,2010-05-28,1839,697
98,2010-05-31,1839,308
99,2010-06-01,1843,569
100,2010-06-02,1843,1688
101,2010-06-03,1847,494
102,2010-06-04,1847,1603
103,2010-06-07,1847,1472
104,2010-06-08,1851,1472
105,2010-06-09,1851,1655
106,2010-06-10,1855,1206
107,2010-06-11,1855,669
108,2010-06-17,1855,463
109,2010-06-18,1859,239
110,2010-06-21,1859,1812
111,2010-06-22,1859,1448
112,2010-06-23,1863,979
113,2010-06-24,1863,1076
114,2010-06-25,1867,503
115,2010-06-28,1867,525
116,2010-06-29,1867,156
117,2010-06-30,1867,742
118,2010-07-01,1867,584
119,2010-07-02,1867,924
120,2010-07-05,1868,1212
121,2010-07-06,1872,1856
122,2010-07-07,1872,1555
123,2010-07-08,1875,596
124,2010-07-09,1875,1839
125,2010-07-12,1875,1539
126,2010-07-13,1879,609
127,2010-07-14,1879,1418
128,2010-07-15,1880,290
129,2010-07-16,1884,1491
130,2010-07-19,1884,1869
131,2010-07-20,1888,1851
132,2010-07-21,1888,998
133,2010-07-22,1888,1820
134,2010-07-23,1888,853
135,2010-07-26,1888,1551
136,2010-07-27,1888,871
137,2010-07-28,1892,1865
138,2010-07-29,1892,1242
139,2010-07-30,1892,953
140,2010-08-02,1892,1821
141,2010-08-03,1896,334
142,2010-08-04,1896,1611
143,2010-08-05,1896,1057
144,2010-08-06,1899,1811
145,2010-08-09,1899,1609
146,2010-08-10,1902,208
147,2010-08-11,1902,1704
148,2010-08-12,1905,833
149,2010-08-13,1905,1772
150,2010-08-16,1906,1866
151,2010-08-17,1906,1272
152,2010-08-18,1910,780
153,2010-08-19,1910,1052
154,2010-08-20,1913,435
155,2010-08-23,1913,1307
156,2010-08-24,1913,1623
157,2010-08-25,1916,477
158,2010-08-26,1916,1206
159,2010-08-27,1920,1369
160,2010-08-30,1920,1811
161,2010-08-31,1923,1275
162,2010-09-01,1923,511
163,2010-09-02,1927,1482
164,2010-09-03,1927,1162
165,2010-09-06,1927,870
166,2010-09-07,1927,1336
167,2010-09-08,1931,1414
168,2010-09-09,1931,470
169,2010-09-10,1934,1255
170,2010-09-13,1934,1646
171,2010-09-14,1934,865
172,2010-09-15,1938,472
173,2010-09-16,1938,394
174,2010-09-17,1941,906
175,2010-09-20,1941,602
176,2010-09-21,1945,910
177,2010-09-27,1945,1807
178,2010-09-28,1949,754
179,2010-09-29,1952,609
180,2010-09-30,1952,1837
181,2010-10-08,1952,1728
182,2010-10-11,1953,1227
183,2010-10-12,1953,1236
184,2010-10-13,1958,1173
185,2010-10-14,1958,385
186,2010-10-15,1961,1098
187,2010-10-18,1961,784
188,2010-10-19,1964,1853
189,2010-10-20,1964,1600
190,2010-10-21,1968,1121
191,2010-10-22,1968,1300
192,2010-10-25,1968,1788
193,2010-10-26,1972,971
194,2010-10-27,1972,763
195,2010-10-28,1973,1118
196,2010-10-29,1973,1261
197,2010-11-01,1973,1803
198,2010-11-02,1978,800
199,2010-11-03,1978,700
200,2010-11-04,1978,1805
201,2010-11-05,1981,1210
202,2010-11-08,1981,1614
203,2010-11-09,1985,1063
204,2010-11-10,1985,1169
205,2010-11-11,1985,748
206,2010-11-12,1989,221
207,2010-11-15,1990,1755
208,2010-11-16,1990,386
209,2010-11-17,1993,592
210,2010-11-18,1996,1402
211,2010-11-19,1996,1680
212,2010-11-22,1996,1734
213,2010-11-23,1999,689
214,2010-11-24,1999,1965
215,2010-11-25,2002,1224
216,2010-11-26,2002,878
217,2010-11-29,2002,1273
218,2010-11-30,2002,361
219,2010-12-01,2002,1282
220,2010-12-02,2002,699
221,2010-12-03,2006,756
222,2010-12-06,2007,530
223,2010-12-07,2011,1784
224,2010-12-08,2011,831
225,2010-12-09,2014,499
226,2010-12-10,2018,1868
227,2010-12-13,2018,1972
228,2010-12-14,2018,1427
229,2010-12-15,2022,806
230,2010-12-16,2022,1122
231,2010-12-17,2024,1227
232,2010-12-20,2024,509
233,2010-12-21,2024,1587
234,2010-12-22,2027,603
235,2010-12-23,2027,406
236,2010-12-24,2030,609
237,2010-12-27,2030,287
238,2010-12-28,2031,614
239,2010-12-29,2034,1774
240,2010-12-30,2034,1104
241,2010-12-31,2039,1939
242,2011-01-04,2039,1563
243,2011-01-05,2039,1260
244,2011-01-06,2039,892
245,2011-01-07,2045,997
246,2011-01-10,2047,323
247,2011-01-11,2049,1005
248,2011-01-12,2049,1388
249,2011-01-13,2055,781
250,2011-01-14,2055,467
251,2011-01-17,2055,254
252,2011-01-18,2060,1533
253,2011-01-19,2060,2012
254,2011-01-20,2060,270
255,2011-01-21,2060,1701
256,2011-01-24,2060,537
257,2011-01-25,2065,746
258,2011-01-26,2065,1926
259,2011-01-27,2066,1952
260,2011-01-28,2070,1646
261,2011-01-31,2070,1794
262,2011-02-01,2077,1080
263,2011-02-09,2077,1056
264,2011-02-10,2077,2021
265,2011-02-11,2079,1630
266,2011-02-14,2079,1904
267,2011-02-15,2084,887
268,2011-02-16,2084,1939
269,2011-02-17,2084,1057
270,2011-02-18,2087,760
271,2011-02-21,2087,2036
272,2011-02-22,2093,311
273,2011-02-23,2093,1805
274,2011-02-24,2093,1524
275,2011-02-25,2097,1144
276,2011-02-28,2097,1737
277,2011-03-01,2098,1248
278,2011-03-02,2103,1092
279,2011-03-03,2106,501
280,2011-03-04,2106,1839
281,2011-03-07,2106,1559
282,2011-03-08,2109,1327
283,2011-03-09,2110,1020
284,2011-03-10,2112,861
285,2011-03-11,2113,1181
286,2011-03-14,2113,1682
287,2011-03-15,2113,605
288,2011-03-16,2117,1772
289,2011-03-17,2118,631
290,2011-03-18,2120,1192
291,2011-03-21,2120,956
292,2011-03-22,2122,993
293,2011-03-23,2122,1857
294,2011-03-24,2122,1080
295,2011-03-25,2124,1502
296,2011-03-28,2124,903
297,2011-03-29,2127,635
298,2011-03-30,2127,816
299,2011-03-31,2127,763
300,2011-04-01,2127,1822
301,2011-04-06,2127,1239
302,2011-04-07,2131,1479
303,2011-04-08,2131,1774
304,2011-04-11,2131,649
305,2011-04-12,2135,1196
306,2011-04-13,2135,1863
307,2011-04-14,2135,874
308,2011-04-15,2138,1163
309,2011-04-18,2138,1359
310,2011-04-19,2138,880
311,2011-04-20,2138,1493
312,2011-04-21,2141,1308
313,2011-04-22,2144,893
314,2011-04-25,2144,547
315,2011-04-26,2147,725
316,2011-04-27,2147,612
317,2011-04-28,2151,281
318,2011-04-29,2151,1909
319,2011-05-03,2151,1846
320,2011-05-04,2151,446
321,2011-05-05,2154,1680
322,2011-05-06,2157,1768
323,2011-05-09,2158,1590
324,2011-05-10,2158,1437
325,2011-05-11,2161,1223
326,2011-05-12,2161,737
327,2011-05-13,2161,1637
328,2011-05-16,2161,1108
329,2011-05-17,2161,1107
330,2011-05-18,2165,1678
331,2011-05-19,2165,723
332,2011-05-20,2168,991
333,2011-05-23,2168,261
334,2011-05-24,2168,1392
335,2011-05-25,2171,580
336,2011-05-26,2171,575
337,2011-05-27,2173,430
338,2011-05-30,2174,845
339,2011-05-31,2177,2026
340,2011-06-01,2177,1818
341,2011-06-02,2181,870
342,2011-06-03,2182,2059
343,2011-06-07,2182,1816
344,2011-06-08,2185,1368
345,2011-06-09,2185,374
346,2011-06-10,2189,1399
347,2011-06-13,2189,1476
348,2011-06-14,2189,2022
349,2011-06-15,2193,665
350,2011-06-16,2193,524
351,2011-06-17,2193,572
352,2011-06-20,2193,798
353,2011-06-21,2194,1841
354,2011-06-22,2198,884
355,2011-06-23,2198,2135
356,2011-06-24,2198,2140
357,2011-06-27,2198,1865
358,2011-06-28,2200,1205
359,2011-06-29,2203,527
360,2011-06-30,2205,2057
361,2011-07-01,2205,1273
362,2011-07-04,2205,2129
363,2011-07-05,2205,1450
364,2011-07-06,2208,1395
365,2011-07-07,2211,1188
366,2011-07-08,2211,1085
367,2011-07-11,2211,1801
368,2011-07-12,2214,612
369,2011-07-13,2214,2165
370,2011-07-14,2214,1619
371,2011-07-15,2217,1633
372,2011-07-18,2217,1036
373,2011-07-19,2220,714
374,2011-07-20,2220,932
375,2011-07-21,2220,572
376,2011-07-22,2220,1315
377,2011-07-25,2220,219
378,2011-07-26,2220,1604
379,2011-07-27,2220,2132
380,2011-07-28,2223,1329
381,2011-07-29,2225,764
382,2011-08-01,2225,1689
383,2011-08-02,2225,969
384,2011-08-03,2228,1928
385,2011-08-04,2228,1334
386,2011-08-05,2230,1524
387,2011-08-08,2231,337
388,2011-08-09,2231,2082
389,2011-08-10,2234,909
390,2011-08-11,2234,2214
391,2011-08-12,2235,1471
392,2011-08-15,2237,1928
393,2011-08-16,2238,624
394,2011-08-17,2238,1183
395,2011-08-18,2241,417
396,2011-08-19,2245,1835
397,2011-08-22,2245,1020
398,2011-08-23,2244,2038
399,2011-08-24,2244,769
400,2011-08-25,2244,1990
401,2011-08-26,2245,1680
402,2011-08-29,2245,915
403,2011-08-30,2248,382
404,2011-08-31,2249,912
405,2011-09-01,2249,697
406,2011-09-02,2249,623
407,2011-09-05,2249,502
408,2011-09-06,2251,1371
409,2011-09-07,2251,2165
410,2011-09-08,2252,420
411,2011-09-09,2254,912
412,2011-09-13,2254,1049
413,2011-09-14,2254,1795
414,2011-09-15,2254,1100
415,2011-09-16,2258,778
416,2011-09-19,2259,417
417,2011-09-20,2262,1797
418,2011-09-21,2262,2248
419,2011-09-22,2262,294
420,2011-09-23,2262,1719
421,2011-09-26,2262,570
422,2011-09-27,2265,1035
423,2011-09-28,2266,271
424,2011-09-29,2270,409
425,2011-09-30,2270,988
426,2011-10-10,2270,771
427,2011-10-11,2270,234
428,2011-10-12,2272,2266
429,2011-10-13,2273,2096
430,2011-10-14,2273,1021
431,2011-10-17,2273,1255
432,2011-10-18,2275,336
433,2011-10-19,2275,862
434,2011-10-20,2275,345
435,2011-10-21,2275,598
436,2011-10-24,2275,1934
437,2011-10-25,2275,2252
438,2011-10-26,2277,2084
439,2011-10-27,2277,1110
440,2011-10-28,2280,1908
441,2011-10-31,2280,1538
442,2011-11-01,2280,1762
443,2011-11-02,2283,2269
444,2011-11-03,2287,1280
445,2011-11-04,2287,1341
446,2011-11-07,2288,1056
447,2011-11-08,2288,569
448,2011-11-09,2288,2011
449,2011-11-10,2288,991
450,2011-11-11,2291,1136
451,2011-11-14,2291,2163
452,2011-11-15,2292,1616
453,2011-11-16,2292,246
454,2011-11-17,2292,1223
455,2011-11-18,2292,364
456,2011-11-21,2292,1385
457,2011-11-22,2294,1765
458,2011-11-23,2295,764
459,2011-11-24,2295,1650
460,2011-11-25,2299,784
461,2011-11-28,2299,1144
462,2011-11-29,2299,1755
463,2011-11-30,2300,196
464,2011-12-01,2300,726
465,2011-12-02,2300,538
466,2011-12-05,2302,307
467,2011-12-06,2302,1556
468,2011-12-07,2302,1580
469,2011-12-08,2304,1351
470,2011-12-09,2304,1189
471,2011-12-12,2305,600
472,2011-12-13,2305,307
473,2011-12-14,2305,571
474,2011-12-15,2305,616
475,2011-12-16,2307,2211
476,2011-12-19,2307,1611
477,2011-12-20,2310,1284
478,2011-12-21,2310,218
479,2011-12-22,2312,910
480,2011-12-23,2312,2039
481,2011-12-26,2312,1008
482,2011-12-27,2312,353
483,2011-12-28,2314,1300
484,2011-12-29,2318,1704
485,2011-12-30,2318,2081
486,2012-01-04,2318,219
487,2012-01-05,2318,341
488,2012-01-06,2321,1754
489,2012-01-09,2321,2300
490,2012-01-10,2323,2307
491,2012-01-11,2323,1353
492,2012-01-12,2323,1444
493,2012-01-13,2325,228
494,2012-01-16,2326,474
495,2012-01-17,2327,2322
496,2012-01-18,2327,291
497,2012-01-19,2328,1946
498,2012-01-20,2328,1882
499,2012-01-30,2328,734
500,2012-01-31,2328,1384
501,2012-02-01,2329,968
502,2012-02-02,2329,2209
503,2012-02-03,2329,2226
504,2012-02-06,2329,1600
505,2012-02-07,2329,476
506,2012-02-08,2329,2316
507,2012-02-09,2330,1792
508,2012-02-10,2330,1711
509,2012-02-13,2330,2241
510,2012-02-14,2330,1181
511,2012-02-15,2330,2245
512,2012-02-16,2334,1125
513,2012-02-17,2336,719
514,2012-02-20,2337,534
515,2012-02-21,2337,2099
516,2012-02-22,2337,2274
517,2012-02-23,2338,1363
518,2012-02-24,2338,2068
519,2012-02-27,2338,1009
520,2012-02-28,2339,979
521,2012-02-29,2340,629
522,2012-03-01,2339,2002
523,2012-03-02,2339,2259
524,2012-03-05,2339,1036
525,2012-03-06,2339,736
526,2012-03-07,2339,1570
527,2012-03-08,2341,2056
528,2012-03-09,2345,1993
529,2012-03-12,2345,1402
530,2012-03-13,2345,1867
531,2012-03-14,2345,187
532,2012-03-15,2348,760
533,2012-03-16,2352,2256
534,2012-03-19,2356,2013
535,2012-03-20,2355,404
536,2012-03-21,2358,1196
537,2012-03-22,2358,1240
538,2012-03-23,2358,515
539,2012-03-26,2358,1248
540,2012-03-27,2360,757
541,2012-03-28,2360,203
542,2012-03-29,2365,689
543,2012-03-30,2365,1113
544,2012-04-05,2365,2335
545,2012-04-06,2365,1796
546,2012-04-09,2365,765
547,2012-04-10,2367,2102
548,2012-04-11,2368,2157
549,2012-04-12,2368,2243
550,2012-04-13,2368,1650
551,2012-04-16,2371,1648
552,2012-04-17,2371,655
553,2012-04-18,2371,2277
554,2012-04-19,2371,1247
555,2012-04-20,2371,1994
556,2012-04-23,2372,644
557,2012-04-24,2372,1052
558,2012-04-25,2375,2012
559,2012-04-26,2378,990
560,2012-04-27,2379,1133
561,2012-05-02,2379,1417
562,2012-05-03,2381,1671
563,2012-05-04,2381,1887
564,2012-05-07,2383,1968
565,2012-05-08,2385,1286
566,2012-05-09,2385,651
567,2012-05-10,2385,1684
568,2012-05-11,2388,937
569,2012-05-14,2388,616
570,2012-05-15,2388,1490
571,2012-05-16,2388,692
572,2012-05-17,2388,2141
573,2012-05-18,2389,790
574,2012-05-21,2390,1276
575,2012-05-22,2390,2007
576,2012-05-23,2393,1000
577,2012-05-24,2393,986
578,2012-05-25,2396,639
579,2012-05-28,2396,2032
580,2012-05-29,2397,2200
581,2012-05-30,2398,1491
582,2012-05-31,2398,1802
583,2012-06-01,2401,1096
584,2012-06-04,2401,456
585,2012-06-05,2404,1127
586,2012-06-06,2404,885
587,2012-06-07,2404,417
588,2012-06-08,2406,500
589,2012-06-11,2407,2222
590,2012-06-12,2412,1103
591,2012-06-13,2414,2256
592,2012-06-14,2414,888
593,2012-06-15,2414,1233
594,2012-06-18,2414,1721
595,2012-06-19,2417,846
596,2012-06-20,2417,1022
597,2012-06-21,2417,604
598,2012-06-25,2417,427
599,2012-06-26,2417,1679
600,2012-06-27,2417,1034
601,2012-06-28,2420,534
602,2012-06-29,2420,2192
603,2012-07-02,2420,1553
604,2012-07-03,2421,1477
605,2012-07-04,2421,887
606,2012-07-05,2422,483
607,2012-07-06,2423,2017
608,2012-07-09,2423,449
609,2012-07-10,2425,1010
610,2012-07-11,2425,1931
611,2012-07-12,2425,2139
612,2012-07-13,2427,990
613,2012-07-16,2427,216
614,2012-07-17,2429,2019
615,2012-07-18,2431,1892
616,2012-07-19,2431,2132
617,2012-07-20,2431,1075
618,2012-07-23,2431,1052
619,2012-07-24,2431,2197
620,2012-07-25,2431,1033
621,2012-07-26,2435,774
622,2012-07-27,2435,842
623,2012-07-30,2435,541
624,2012-07-31,2438,769
625,2012-08-01,2441,2312
626,2012-08-02,2441,929
627,2012-08-03,2441,2284
628,2012-08-06,2441,2397
629,2012-08-07,2442,1921
630,2012-08-08,2445,1034
631,2012-08-09,2445,2264
632,2012-08-10,2446,1135
633,2012-08-13,2446,394
634,2012-08-14,2446,1937
635,2012-08-15,2446,720
636,2012-08-16,2447,1071
637,2012-08-17,2451,1562
638,2012-08-20,2451,1840
639,2012-08-21,2452,2250
640,2012-08-22,2452,832
641,2012-08-23,2452,1945
642,2012-08-24,2453,442
643,2012-08-27,2453,582
644,2012-08-28,2453,1981
645,2012-08-29,2453,1156
646,2012-08-30,2453,671
647,2012-08-31,2453,1817
648,2012-09-03,2453,2301
649,2012-09-04,2453,697
650,2012-09-05,2456,1877
651,2012-09-06,2457,2003
652,2012-09-07,2457,2380
653,2012-09-10,2457,1829
654,2012-09-11,2459,1200
655,2012-09-12,2460,1464
656,2012-09-13,2460,452
657,2012-09-14,2460,798
658,2012-09-17,2460,210
659,2012-09-18,2460,1347
660,2012-09-19,2460,1879
661,2012-09-20,2462,212
662,2012-09-21,2463,1052
663,2012-09-24,2463,2056
664,2012-09-25,2463,941
665,2012-09-26,2463,296
666,2012-09-27,2465,2388
667,2012-09-28,2465,2399
668,2012-10-08,2465,1025
669,2012-10-09,2467,2434
670,2012-10-10,2467,2168
671,2012-10-11,2469,450
672,2012-10-12,2469,1057
673,2012-10-15,2469,800
674,2012-10-16,2469,1623
675,2012-10-17,2469,1336
676,2012-10-18,2469,2333
677,2012-10-19,2469,1154
678,2012-10-22,2469,2085
679,2012-10-23,2469,621
680,2012-10-24,2469,1608
681,2012-10-25,2469,689
682,2012-10-26,2469,413
683,2012-10-29,2469,1368
684,2012-10-30,2469,1426
685,2012-10-31,2469,1611
686,2012-11-01,2469,2354
687,2012-11-02,2470,1628
688,2012-11-05,2470,1174
689,2012-11-06,2470,699
690,2012-11-07,2470,1329
691,2012-11-08,2470,393
692,2012-11-09,2470,1376
693,2012-11-12,2470,1869
694,2012-11-13,2470,331
695,2012-11-14,2470,1619
696,2012-11-15,2470,517
697,2012-11-16,2470,1131
698,2012-11-19,2470,1846
699,2012-11-20,2470,802
700,2012-11-21,2470,2159
701,2012-11-22,2470,759
702,2012-11-23,2470,1553
703,2012-11-26,2470,611
704,2012-11-27,2470,231
705,2012-11-28,2470,564
706,2012-11-29,2470,662
707,2012-11-30,2470,2217
708,2012-12-03,2470,437
709,2012-12-04,2470,2166
710,2012-12-05,2470,2454
711,2012-12-06,2470,1161
712,2012-12-07,2470,2405
713,2012-12-10,2470,2263
714,2012-12-11,2470,861
715,2012-12-12,2470,1354
716,2012-12-13,2470,614
717,2012-12-14,2470,2466
718,2012-12-17,2470,1658
719,2012-12-18,2470,1119
720,2012-12-19,2470,1777
721,2012-12-20,2470,1603
722,2012-12-21,2470,1279
723,2012-12-24,2470,1859
724,2012-12-25,2470,2429
725,2012-12-26,2470,2212
726,2012-12-27,2470,625
727,2012-12-28,2470,2171
728,2012-12-31,2470,1666
729,2013-01-04,2470,679
730,2013-01-07,2470,2082
731,2013-01-08,2470,1862
732,2013-01-09,2470,1398
733,2013-01-10,2470,1689
734,2013-01-11,2470,442
735,2013-01-14,2470,2443
736,2013-01-15,2470,2151
737,2013-01-16,2470,1057
738,2013-01-17,2470,784
739,2013-01-18,2470,2154
740,2013-01-21,2470,1617
741,2013-01-22,2470,491
742,2013-01-23,2470,1471
743,2013-01-24,2470,369
744,2013-01-25,2470,1334
745,2013-01-28,2470,2398
746,2013-01-29,2470,1819
747,2013-01-30,2470,1176
748,2013-01-31,2470,1023
749,2013-02-01,2470,1867
750,2013-02-04,2470,833
751,2013-02-05,2470,2141
752,2013-02-06,2470,1573
753,2013-02-07,2470,1468
754,2013-02-08,2469,2151
755,2013-02-18,2469,1421
756,2013-02-19,2469,536
757,2013-02-20,2469,2314
758,2013-02-21,2469,565
759,2013-02-22,2469,1216
760,2013-02-25,2469,1870
761,2013-02-26,2469,689
762,2013-02-27,2469,1255
763,2013-02-28,2469,2270
764,2013-03-01,2469,1881
765,2013-03-04,2469,407
766,2013-03-05,2469,2362
767,2013-03-06,2469,2021
768,2013-03-07,2469,879
769,2013-03-08,2469,826
770,2013-03-11,2469,1410
771,2013-03-12,2469,336
772,2013-03-13,2469,924
773,2013-03-14,2469,1626
774,2013-03-15,2469,1344
775,2013-03-18,2469,798
776,2013-03-19,2469,1584
777,2013-03-20,2469,2416
778,2013-03-21,2469,1911
779,2013-03-22,2469,1508
780,2013-03-25,2469,1161
781,2013-03-26,2469,915
782,2013-03-27,2468,1461
783,2013-03-28,2468,398
784,2013-03-29,2468,1275
785,2013-04-01,2468,1818
786,2013-04-02,2468,796
787,2013-04-03,2468,755
788,2013-04-08,2468,1798
789,2013-04-09,2468,2009
790,2013-04-10,2468,1026
791,2013-04-11,2468,806
792,2013-04-12,2468,827
793,2013-04-15,2468,780
794,2013-04-16,2468,2257
795,2013-04-17,2468,1782
796,2013-04-18,2468,1863
797,2013-04-19,2468,2389
798,2013-04-22,2468,1834
799,2013-04-23,2468,264
800,2013-04-24,2468,2308
801,2013-04-25,2468,618
802,2013-04-26,2467,491
803,2013-05-02,2467,1722
804,2013-05-03,2467,2296
805,2013-05-06,2467,2220
806,2013-05-07,2467,1438
807,2013-05-08,2467,1685
808,2013-05-09,2467,1180
809,2013-05-10,2467,1870
810,2013-05-13,2467,1415
811,2013-05-14,2467,658
812,2013-05-15,2467,2040
813,2013-05-16,2467,1815
814,2013-05-17,2467,2178
815,2013-05-20,2467,1993
816,2013-05-21,2467,2000
817,2013-05-22,2467,885
818,2013-05-23,2467,1002
819,2013-05-24,2467,2159
820,2013-05-27,2467,1659
821,2013-05-28,2467,1307
822,2013-05-29,2467,1646
823,2013-05-30,2467,1448
824,2013-05-31,2467,846
825,2013-06-03,2467,1061
826,2013-06-04,2467,466
827,2013-06-05,2467,1699
828,2013-06-06,2467,580
829,2013-06-07,2467,564
830,2013-06-13,2467,567
831,2013-06-14,2467,2157
832,2013-06-17,2467,1253
833,2013-06-18,2467,1447
834,2013-06-19,2467,1170
835,2013-06-20,2467,283
836,2013-06-21,2467,1756
837,2013-06-24,2467,191
838,2013-06-25,2467,1378
839,2013-06-26,2467,1970
840,2013-06-27,2467,567
841,2013-06-28,2467,1600
842,2013-07-01,2467,2236
843,2013-07-02,2467,2031
844,2013-07-03,2467,1136
845,2013-07-04,2467,1994
846,2013-07-05,2467,1045
847,2013-07-08,2467,441
848,2013-07-09,2467,1806
849,2013-07-10,2467,2383
850,2013-07-11,2467,2335
851,2013-07-12,2467,878
852,2013-07-15,2466,2237
853,2013-07-16,2466,1957
854,2013-07-17,2466,676
855,2013-07-18,2466,1228
856,2013-07-19,2466,461
857,2013-07-22,2466,2272
858,2013-07-23,2466,2334
859,2013-07-24,2466,1501
860,2013-07-25,2466,650
861,2013-07-26,2466,1357
862,2013-07-29,2466,731
863,2013-07-30,2466,1393
864,2013-07-31,2466,1319
865,2013-08-01,2466,2389
866,2013-08-02,2466,1222
867,2013-08-05,2466,2223
868,2013-08-06,2466,1941
869,2013-08-07,2466,851
870,2013-08-08,2466,1583
871,2013-08-09,2466,1394
872,2013-08-12,2466,1979
873,2013-08-13,2466,1735
874,2013-08-14,2465,955
875,2013-08-15,2465,742
876,2013-08-16,2465,598
877,2013-08-19,2465,2393
878,2013-08-20,2465,1195
879,2013-08-21,2465,1771
880,2013-08-22,2465,1403
881,2013-08-23,2465,831
882,2013-08-26,2465,2327
883,2013-08-27,2465,1737
884,2013-08-28,2465,1055
885,2013-08-29,2465,1224
886,2013-08-30,2465,927
887,2013-09-02,2465,1779
888,2013-09-03,2465,2149
889,2013-09-04,2465,1153
890,2013-09-05,2465,1259
891,2013-09-06,2465,1746
892,2013-09-09,2465,1724
893,2013-09-10,2465,1655
894,2013-09-11,2465,982
895,2013-09-12,2465,1534
896,2013-09-13,2465,1394
897,2013-09-16,2465,1299
898,2013-09-17,2465,562
899,2013-09-18,2465,1913
900,2013-09-23,2465,2232
901,2013-09-24,2465,1144
902,2013-09-25,2465,969
903,2013-09-26,2465,648
904,2013-09-27,2465,1468
905,2013-09-30,2465,1843
906,2013-10-08,2465,2129
907,2013-10-09,2465,1998
908,2013-10-10,2465,893
909,2013-10-11,2465,1949
910,2013-10-14,2465,1674
911,2013-10-15,2465,1162
912,2013-10-16,2465,467
913,2013-10-17,2465,1166
914,2013-10-18,2465,1595
915,2013-10-21,2465,2319
916,2013-10-22,2465,998
917,2013-10-23,2465,480
918,2013-10-24,2465,1117
919,2013-10-25,2465,569
920,2013-10-28,2465,1305
921,2013-10-29,2465,451
922,2013-10-30,2465,2253
923,2013-10-31,2465,1041
924,2013-11-01,2465,1389
925,2013-11-04,2465,1715
926,2013-11-05,2465,2152
927,2013-11-06,2465,946
928,2013-11-07,2465,808
929,2013-11-08,2465,775
930,2013-11-11,2465,1903
931,2013-11-12,2465,1994
932,2013-11-13,2465,498
933,2013-11-14,2465,2150
934,2013-11-15,2465,2342
935,2013-11-18,2465,2241
936,2013-11-19,2465,1382
937,2013-11-20,2465,1733
938,2013-11-21,2465,1148
939,2013-11-22,2465,1043
940,2013-11-25,2465,1450
941,2013-11-26,2465,1556
942,2013-11-27,2465,2088
943,2013-11-28,2465,1754
944,2013-11-29,2465,1661
945,2013-12-02,2465,479
946,2013-12-03,2465,2366
947,2013-12-04,2465,2125
948,2013-12-05,2465,1367
949,2013-12-06,2465,1331
950,2013-12-09,2465,1740
951,2013-12-10,2465,1207
952,2013-12-11,2465,781
953,2013-12-12,2465,1759
954,2013-12-13,2465,1861
